"","date","unit_session_id","Age","BHI_A_1_r","BHI_A_2_r","BHI_A_3","BHI_A_4","BHI_C_1","BHI_C_2_r","BHI_C_3","BHI_C_4_r","BHI_E_1","BHI_E_2_r","BHI_E_3_r","BHI_E_4","BHI_HH_1","BHI_HH_2_r","BHI_HH_3_r","BHI_HH_4_r","BHI_O_1","BHI_O_2_r","BHI_O_3","BHI_O_4","BHI_X_1_r","BHI_X_2","BHI_X_3","BHI_X_4_r","Corona","Curfew_1","Curfew_1_1","Curfew_1_2","Curfew_2","Curfew_2_1","Curfew_2_2","Curfew_2_3","Gender","Household_Size","Left_Right_Politics","Nationality","Residence","Risk_Duration","Risk_Freq","Risk_Quarantine","survey","ToP_Amount","ToP_Freqency","ToP_Inhouse","ToP_Ratio","Residence_County"
"5081","2020-03-24 13:58:51",5334023,25,"3","2","2","4","4","3","3","2","3","3","4","5","4","1","2","1","3","2","4","4","1","4","5","1","5","1","1","1","1","1","1","2","1","3","3","DE","DE","8","0","1",2,"2","2","3","2",NA
"5091","2020-03-24 14:04:06",5334238,50,"2","5","2","3","5","2","5","1","3","4","5","2","5","1","1","1","4","1","2","4","2","3","4","1","8","1","1","1","1","1","1","2","1","2","3","US","US","","0","2",2,"1","1","5","2",NA
"515","2020-03-24 14:07:48",5334314,38,"3","3","4","3","2","4","2","4","5","3","5","5","2","2","3","3","2","1","4","4","1","3","5","1","7","1","1","1","1","1","1","2","2","2","4","IE","IE","","0","2",2,"4","3","5","2",NA
"516","2020-03-24 14:09:07",5334353,31,"3","5","2","2","2","4","3","2","4","1","4","2","4","1","4","3","3","1","3","3","3","2","3","2","6","2","","","1","1","1","1","2","2","3","BR","BR","7","1","1",2,"3","3","7","3",NA
"517","2020-03-24 14:09:36",5334364,30,"2","3","3","4","4","2","5","2","3","4","5","3","4","1","2","2","2","1","4","5","2","4","4","2","4","2","","","1","1","1","1","2","2","4","US","US","10","0","1",2,"1","1","4","2",NA
"520","2020-03-24 14:11:40",5334400,22,"4","4","2","4","4","1","2","4","5","1","4","4","2","4","3","1","4","3","5","4","1","4","5","3","5","2","","","1","1","1","1","1","2","1","US","US","","2","2",2,"2","2","5","2",NA
"524","2020-03-24 14:14:42",5334480,24,"3","4","2","2","4","2","4","2","5","1","4","2","2","4","3","2","4","1","3","4","1","4","4","3","8","1","1","1","1","1","1","1","1","4","1","DE","DE","","1","2",2,"3","2","5","2",NA
"5271","2020-03-24 14:18:49",5334548,24,"4","4","2","2","3","3","4","2","2","3","4","2","1","1","4","2","3","1","4","3","2","2","4","2","5","1","1","1","1","1","1","1","1","2","3","US","US","","0","2",2,"2","2","3","2",NA
"5291","2020-03-24 14:20:02",5334573,28,"2","4","3","3","4","4","3","4","4","1","3","5","2","5","3","3","4","2","3","3","1","3","3","2","10","1","1","1","1","1","1","1","1","2","4","IN","DE","","8","2",2,"3","3","4","3",NA
"5301","2020-03-24 14:20:54",5334584,42,"2","4","2","1","2","2","4","3","4","1","4","4","3","1","4","3","4","1","4","3","2","1","3","3","8","1","1","1","1","1","1","1","1","2","3","DE","DE","","0","2",2,"1","1","4","2",NA
"531","2020-03-24 14:21:40",5334595,26,"4","5","2","3","4","2","4","2","4","2","4","2","3","1","4","1","5","5","5","4","1","2","4","2","1","1","1","1","1","1","1","2","1","2","1","BR","DE","","0","2",2,"2","2","2","2",NA
"532","2020-03-24 14:22:13",5334603,40,"4","2","3","4","4","2","5","2","3","2","4","1","4","1","2","2","2","1","2","4","1","2","2","2","3","1","1","2","1","1","1","1","2","4","2","US","US","","0","2",2,"2","2","4","2",NA
"5371","2020-03-24 14:23:44",5334633,39,"3","1","4","5","3","4","4","3","2","5","5","2","5","3","4","2","4","1","5","5","1","5","4","3","2","1","1","1","1","1","1","2","3","4","1","DE","DE","","0","2",2,"2","2","3","2",NA
"539","2020-03-24 14:28:21",5334712,26,"1","3","4","3","5","1","5","1","4","1","4","5","4","1","2","1","4","1","3","4","1","4","4","1","4","2","","","1","1","1","1","1","2","2","US","US","","1","2",2,"1","1","5","2",NA
"541","2020-03-24 14:29:23",5334720,29,"4","5","5","1","4","2","4","5","3","3","5","1","2","2","2","4","2","4","4","3","3","3","4","2","8","1","1","1","1","1","1","2","1","2","9","MX","DE","","0","2",2,"2","2","2","2",NA
"547","2020-03-24 14:31:50",5334763,28,"3","4","4","1","3","4","3","2","4","1","2","4","4","2","2","3","3","1","2","3","1","4","4","1","3","2","","","1","1","1","1","1","2","4","DE","DE","","0","2",2,"2","2","3","2",NA
"548","2020-03-24 14:31:51",5334764,27,"3","3","4","3","3","2","4","2","4","4","3","4","4","1","3","3","4","2","3","3","2","4","5","2","8","1","1","1","1","1","1","2","1","3","2","DE","DE","","1","2",2,"1","1","3","1",NA
"549","2020-03-24 14:32:50",5334781,22,"3","3","4","1","5","3","2","4","1","2","3","3","3","2","3","1","2","2","5","5","1","4","5","2","6","2","","","2","","","","1","4","1","US","US","","1","2",2,"3","2","5","2",NA
"551","2020-03-24 14:34:48",5334812,37,"3","4","2","2","5","4","3","2","4","1","4","3","2","1","1","1","4","1","4","3","1","3","4","2","4","1","2","1","1","1","1","2","1","4","2","DE","DE","","0","2",2,"2","2","5","2",NA
"553","2020-03-24 14:38:40",5334871,27,"3","2","3","5","4","4","5","2","3","1","5","5","1","1","3","1","3","1","3","4","2","1","4","2","6","1","2","1","1","1","1","1","2","2","3","DE","DE","","1","2",2,"2","2","3","2",NA
"554","2020-03-24 14:40:34",5334889,24,"4","3","2","4","4","2","4","2","4","2","4","4","3","2","4","2","4","2","4","4","2","4","4","3","8","2","","","1","2","2","2","1","1","4","SG","SG","","0","2",2,"3","2","3","3",NA
"555","2020-03-24 14:44:55",5334972,53,"2","5","1","5","4","1","5","2","1","4","4","4","5","1","1","1","5","1","5","5","1","5","5","1","5","1","1","1","1","1","1","1","1","3","6","HU","DE","","2","2",2,"3","3","5","3",NA
"5561","2020-03-24 14:45:50",5334985,30,"3","4","2","2","2","3","3","5","2","4","4","1","2","3","2","2","3","1","3","4","2","4","4","2","3","2","","","1","1","1","2","2","5","4","IT","DE","","0","2",2,"2","2","3","2",NA
"5571","2020-03-24 14:47:01",5334995,30,"4","2","4","2","4","5","3","2","4","1","3","3","5","1","1","1","1","1","2","3","1","1","4","2","9","2","","","1","1","1","1","1","2","1","US","US","","0","2",2,"1","1","6","3",NA
"5611","2020-03-24 14:51:05",5335060,35,"4","4","4","4","4","1","4","1","2","4","5","2","3","3","3","4","4","1","5","4","1","5","5","2","7","1","2","1","1","1","1","2","2","2","4","DE","CH","13","0","1",2,"2","2","3","1",NA
"5631","2020-03-24 14:52:49",5335074,39,"2","4","2","3","4","3","3","2","3","4","3","3","3","3","4","4","5","1","5","3","1","5","5","1","2","1","1","1","1","1","1","1","2","1","5","US","CH","10","0","1",2,"2","2","3","2",NA
"5641","2020-03-24 14:55:02",5335095,24,"5","4","3","3","3","3","3","2","3","2","3","2","1","1","3","1","4","1","4","4","2","3","4","3","2","1","1","1","1","1","1","2","1","2","3","US","US","","0","2",2,"2","2","3","2",NA
"5681","2020-03-24 14:57:31",5335144,31,"4","5","3","3","4","2","4","1","4","1","5","3","3","1","2","2","4","1","3","4","1","5","5","2","9","2","","","1","1","1","1","1","5","2","US","US","","4","2",2,"2","2","6","2",NA
"569","2020-03-24 14:57:32",5335146,30,"4","4","3","2","5","2","4","3","2","2","4","5","5","1","4","3","4","2","5","5","1","5","5","1","7","1","1","1","1","1","1","2","1","4","2","HU","DE","","0","2",2,"4","2","7","2",NA
"574","2020-03-24 15:09:57",5335307,22,"3","2","3","4","4","3","5","2","2","3","3","3","4","1","2","1","4","3","3","3","1","2","4","3","5","1","1","1","1","1","1","1","1","3","4","DE","DE","","2","2",2,"1","1","4","2",NA
"577","2020-03-24 15:12:10",5335327,33,"4","3","3","2","3","4","4","2","4","2","2","4","3","1","1","1","2","1","4","4","2","2","4","4","4","1","1","1","1","1","1","1","1","2","5","HU","DE","","0","2",2,"2","2","5","3",NA
"5781","2020-03-24 15:14:02",5335352,27,"4","2","3","3","2","2","4","3","4","2","4","4","3","2","3","2","2","2","4","3","2","2","4","2","4","1","1","1","1","1","1","2","1","5","2","DE","DE","","1","2",2,"1","1","3","2",NA
"5791","2020-03-24 15:16:00",5335378,22,"5","4","4","4","4","3","4","2","2","4","5","2","5","1","1","1","3","1","4","3","1","5","5","2","3","1","1","1","1","1","1","1","2","1","4","FR","DE","","0","2",2,"2","2","4","2",NA
"5801","2020-03-24 15:16:17",5335384,26,"3","4","2","4","4","3","5","2","2","4","4","4","5","2","2","1","5","2","3","5","2","3","4","3","5","1","1","2","1","1","1","2","1","2","3","DE","DE","","0","2",2,"1","1","3","2",NA
"5841","2020-03-24 15:18:54",5335429,34,"3","4","3","2","4","4","4","4","2","3","4","4","2","5","2","1","4","1","4","4","1","2","5","2","7","1","1","1","1","1","1","1","2","2","3","DE","DE","9","1","1",2,"2","2","5","2",NA
"590","2020-03-24 15:23:27",5335495,30,"2","2","3","4","5","2","5","2","4","4","5","5","3","1","1","1","2","1","5","2","1","5","5","1","5","1","1","1","1","1","1","1","1","2","2","IT","GB","","0","2",2,"3","2","7","2",NA
"5921","2020-03-24 15:24:23",5335512,32,"4","5","1","1","3","1","2","4","5","1","4","5","2","3","3","1","5","3","5","4","2","4","3","3","5","1","1","1","1","1","1","2","1","2","3","DE","DE","","1","2",2,"1","1","2","1",NA
"5931","2020-03-24 15:25:00",5335519,28,"2","2","2","4","4","2","4","2","4","1","4","2","4","1","3","3","4","1","4","4","1","2","2","2","3","1","1","1","1","1","1","2","1","4","3","DE","DE","","0","2",2,"1","1","6","3",NA
"595","2020-03-24 15:28:14",5335560,28,"2","3","2","2","3","3","3","3","2","4","4","2","2","1","2","2","2","2","4","3","2","4","4","3","5","1","2","1","1","1","1","2","1","1","1","DE","DE","","0","2",2,"2","2","3","2",NA
"5981","2020-03-24 15:30:12",5335587,21,"3","3","3","4","4","2","4","2","4","2","5","5","2","2","2","1","4","3","4","4","1","3","4","1","7","2","","","1","1","1","1","1","3","2","US","US","8","2","1",2,"2","2","7","2",NA
"5991","2020-03-24 15:32:21",5335610,30,"3","4","3","3","5","2","5","1","5","3","5","5","5","1","1","1","4","1","5","3","1","4","5","2","10","1","2","1","1","1","1","1","1","3","6","RU","DE","4","1","1",2,"2","2","3","2",NA
"600","2020-03-24 15:33:05",5335621,61,"4","4","2","1","2","5","4","5","1","2","1","3","2","1","1","2","5","1","5","5","2","2","4","2","10","2","","","1","1","1","1","2","2","6","US","US","7","2","1",2,"1","1","7","2",NA
"6011","2020-03-24 15:33:08",5335623,29,"2","5","1","2","5","4","4","1","3","2","4","2","3","1","2","1","3","1","4","2","3","1","4","4","2","2","","","1","1","1","2","2","1","2","DE","NL","","0","2",2,"1","1","2","1",NA
"605","2020-03-24 15:35:12",5335673,30,"2","3","4","4","3","3","3","2","3","3","3","3","4","1","3","2","3","2","2","4","2","2","4","4","9","2","","","1","1","1","1","2","2","3","AR","BE","","0","2",2,"2","2","3","3",NA
"613","2020-03-24 15:42:04",5335757,28,"5","3","4","1","5","4","4","5","4","2","4","4","4","1","1","2","4","1","5","4","1","1","3","4","8","2","","","1","1","1","1","1","3","2","DE","DE","","0","2",2,"2","2","2","1",NA
"6181","2020-03-24 15:47:01",5335825,35,"2","3","4","5","3","4","2","2","4","4","5","2","5","1","1","3","5","1","4","4","1","2","4","1","5","1","1","1","1","1","1","2","1","1","3","BR","DE","","1","2",2,"2","2","3","2",NA
"6191","2020-03-24 15:47:08",5335826,29,"2","3","3","4","3","4","3","3","4","2","2","4","4","1","1","1","4","1","3","3","3","2","4","3","7","1","2","1","1","1","1","1","1","4","3","DE","DE","","0","2",2,"2","2","4","2",NA
"625","2020-03-24 15:52:47",5335890,32,"4","5","4","4","4","1","4","2","2","3","4","1","3","1","1","3","4","1","3","5","3","2","3","3","3","1","2","1","1","1","1","1","1","4","1","DE","DE","","0","2",2,"2","2","3","2",NA
"626","2020-03-24 15:54:22",5335896,39,"2","3","4","4","4","3","5","2","4","1","4","2","2","1","2","1","4","1","4","4","3","1","3","2","6","1","1","1","1","1","1","2","1","2","2","US","US","14","0","1",2,"2","2","4","2",NA
"629","2020-03-24 15:55:13",5335906,29,"2","2","4","2","4","2","3","4","2","2","4","5","4","1","2","2","4","2","4","4","2","2","4","1","3","2","","","1","1","1","1","1","5","2","DE","DE","","3","2",2,"2","2","2","2",NA
"6311","2020-03-24 15:57:01",5335931,32,"2","3","2","4","3","3","3","4","2","4","4","4","2","2","2","1","5","1","5","5","2","4","4","1","3","1","1","1","1","1","1","1","1","2","1","US","GB","","0","2",2,"1","1","4","2",NA
"6331","2020-03-24 15:59:02",5335965,29,"3","4","2","2","4","4","4","2","4","4","3","4","4","2","3","2","4","1","4","3","3","4","4","2","7","1","2","1","1","1","1","1","1","4","4","DE","DE","","2","2",2,"1","1","2","1",NA
"634","2020-03-24 16:00:51",5335990,36,"3","4","1","4","1","3","3","3","2","4","5","4","2","1","3","2","3","1","4","4","1","2","5","4","4","2","","","2","","","","2","1","7","BR","BR","","0","2",2,"2","2","2","2",NA
"6381","2020-03-24 16:05:02",5336039,31,"3","2","3","4","3","3","4","2","4","3","2","3","5","1","1","4","4","1","4","4","1","2","4","3","6","2","","","1","1","1","2","3","2","2","DE","DE","","0","2",2,"2","2","4","2",NA
"641","2020-03-24 16:06:35",5336055,30,"2","3","4","4","4","2","3","2","2","4","4","2","3","2","4","2","3","2","4","2","2","4","4","4","7","1","2","1","1","1","1","1","2","2","4","RO","DE","","0","2",2,"2","2","3","3",NA
"6441","2020-03-24 16:07:23",5336065,27,"5","5","4","3","5","5","4","2","2","5","5","5","2","3","4","3","2","1","5","4","1","4","5","1","2","1","1","2","1","1","1","1","2","3","2","US","US","","0","2",2,"3","2","6","2",NA
"645","2020-03-24 16:07:29",5336066,32,"4","4","2","3","3","3","4","1","3","2","4","2","3","1","2","2","4","1","4","1","1","2","4","2","7","1","1","1","1","1","1","2","2","1","2","US","US","","0","2",2,"3","2","5","3",NA
"647","2020-03-24 16:08:56",5336085,23,"2","2","4","4","4","4","3","2","2","4","5","2","2","2","3","3","3","2","4","4","1","2","5","2","3","2","","","1","1","1","1","2","3","6","US","US","","0","2",2,"3","2","4","2",NA
"6481","2020-03-24 16:09:45",5336091,33,"3","3","4","2","4","3","4","2","4","3","3","3","4","2","3","2","2","1","3","4","1","2","3","2","7","1","2","1","1","1","1","1","1","1","5","DE","DE","","1","2",2,"2","2","7","3",NA
"6491","2020-03-24 16:11:36",5336112,22,"2","2","3","4","4","4","4","2","2","2","3","1","2","3","3","1","2","2","5","4","1","4","5","2","2","1","1","1","1","1","1","2","2","3","6","US","US","5","0","1",2,"2","2","4","3",NA
"650","2020-03-24 16:13:24",5336132,27,"3","5","2","3","5","1","5","2","2","1","5","3","5","1","3","1","4","1","5","3","1","5","5","1","4","1","1","1","1","1","1","1","2","2","7","PT","DE","11","0","1",2,"2","2","4","2",NA
"653","2020-03-24 16:14:21",5336149,27,"2","4","3","2","4","4","5","3","4","2","5","5","3","2","2","1","3","1","4","4","1","4","5","4","4","1","1","1","1","1","1","1","1","4","2","DE","DE","5","0","1",2,"2","2","2","2",NA
"6541","2020-03-24 16:14:33",5336150,26,"5","4","2","1","5","3","5","2","5","2","5","2","3","3","4","4","4","2","4","4","1","2","4","3","1","1","1","1","1","1","1","1","1","1","1","DE","DE","","0","2",2,"1","1","2","2",NA
"656","2020-03-24 16:16:07",5336164,28,"2","3","5","3","4","2","4","4","5","1","3","4","2","2","2","2","3","2","3","2","2","2","4","2","3","2","","","1","1","1","2","2","1","2","GB","US","","0","2",2,"2","2","4","2",NA
"659","2020-03-24 16:21:46",5336209,40,"3","4","2","2","4","2","4","1","4","1","3","4","2","1","1","1","2","1","4","2","1","3","4","1","8","1","1","2","1","1","1","2","1","3","3","US","US","","0","2",2,"1","1","4","2",NA
"660","2020-03-24 16:22:07",5336213,31,"4","4","2","2","4","3","3","4","3","3","5","4","4","1","4","2","4","1","3","5","1","3","3","2","3","2","","","1","1","1","2","1","2","1","KR","US","","0","2",2,"4","2","4","2",NA
"661","2020-03-24 16:30:46",5336282,28,"3","4","4","3","2","3","2","4","2","4","2","3","5","2","2","1","4","2","2","4","1","4","5","1","9","2","","","1","1","1","1","2","2","7","US","DE","12","0","1",2,"1","1","4","2",NA
"662","2020-03-24 16:34:10",5336325,24,"2","2","2","4","4","3","4","2","2","1","4","3","4","1","2","1","3","2","4","4","1","4","5","1","5","1","1","2","1","1","1","1","1","3","3","US","US","11","2","1",2,"1","1","4","3",NA
"6631","2020-03-24 16:37:09",5336376,44,"1","2","4","3","4","2","4","2","2","3","3","2","4","1","1","1","4","1","5","5","1","2","4","1","6","2","","","1","1","1","2","1","3","3","US","US","","1","2",2,"4","2","7","2",NA
"665","2020-03-24 16:40:07",5336399,26,"2","4","2","2","3","2","4","4","2","4","5","4","5","1","3","2","4","1","3","3","1","4","5","1","3","1","1","1","1","1","1","1","1","3","2","DE","DE","","0","2",2,"2","2","5","2",NA
"6671","2020-03-24 16:42:43",5336427,38,"4","4","2","4","3","3","3","2","2","3","4","3","2","2","4","2","5","2","4","4","1","3","4","2","7","1","1","1","1","1","1","1","2","4","5","HU","DE","","1","2",2,"3","3","7","3",NA
"669","2020-03-24 16:47:04",5336495,33,"3","4","3","4","5","1","4","2","2","5","3","4","4","2","3","2","4","1","4","4","1","4","4","2","6","1","1","1","1","1","1","1","1","1","3","DE","DE","","1","2",2,"1","1","6","2",NA
"6701","2020-03-24 16:49:36",5336528,38,"4","4","3","4","3","3","4","3","2","3","4","4","2","1","2","2","4","1","4","3","1","3","5","2","4","1","1","1","1","1","1","1","1","4","5","HU","DE","","1","2",2,"3","3","7","3",NA
"671","2020-03-24 16:50:01",5336535,20,"2","2","4","3","3","5","2","2","2","1","3","5","2","1","2","2","4","2","4","5","2","5","5","2","4","1","1","1","1","1","1","1","1","4","2","US","US","2","0","1",2,"2","2","4","2",NA
"6721","2020-03-24 16:51:08",5336553,32,"2","4","4","4","3","2","4","2","3","2","4","5","3","1","2","1","4","1","4","3","2","4","5","1","5","1","2","1","1","1","1","2","1","2","3","DE","DE","","0","2",2,"2","2","3","2",NA
"6731","2020-03-24 16:51:22",5336557,42,"4","4","2","3","4","1","5","2","2","4","4","4","4","1","2","1","2","2","4","4","1","2","2","2","3","1","2","2","1","1","1","1","1","1","5","US","US","","0","2",2,"1","1","3","2",NA
"6801","2020-03-24 16:52:51",5336583,29,"2","4","4","3","5","4","4","3","4","2","5","3","5","1","1","1","4","2","4","5","1","4","5","2","4","1","1","1","1","1","1","1","1","2","3","DE","DE","","0","2",2,"1","1","5","2",NA
"6821","2020-03-24 16:53:40",5336596,32,"3","4","3","2","4","3","5","3","4","1","4","5","3","1","1","1","3","1","5","4","1","4","4","2","6","2","","","1","1","1","1","1","1","3","DE","DE","","0","2",2,"2","2","3","2",NA
"6831","2020-03-24 16:53:48",5336599,36,"3","4","2","4","2","1","4","2","4","2","4","4","4","2","1","2","4","1","4","4","2","2","3","3","9","1","2","1","1","1","1","2","1","3","4","NL","NL","10","0","1",2,"2","2","3","1",NA
"684","2020-03-24 16:55:18",5336621,37,"2","1","4","4","3","2","3","2","5","1","4","5","2","1","2","4","2","2","4","5","1","4","4","3","7","1","1","1","1","1","1","2","1","4","4","DE","DE","","1","2",2,"2","2","3","2",NA
"6851","2020-03-24 16:56:36",5336646,26,"2","4","4","2","3","5","4","3","4","1","4","2","4","1","2","1","3","1","3","3","1","2","4","1","9","1","1","2","1","1","1","1","1","5","3","US","US","10","1","1",2,"2","2","4","2",NA
"6861","2020-03-24 16:58:16",5336684,31,"3","5","1","1","4","4","3","1","2","1","4","5","5","1","4","3","5","1","5","3","1","4","5","1","10","2","","","1","1","1","1","1","2","2","DE","DE","7","1","1",2,"3","3","4","3",NA
"6871","2020-03-24 16:59:02",5336689,31,"2","3","2","4","3","2","3","2","3","3","3","4","4","2","2","1","4","1","4","3","2","5","5","1","6","1","1","1","1","1","1","1","1","2","1","US","US","","0","2",2,"2","1","2","2",NA
"688","2020-03-24 16:59:38",5336696,24,"3","4","3","2","5","3","3","5","3","1","4","5","2","4","4","3","4","3","5","4","1","3","4","1","7","1","1","1","1","1","1","1","1","1","2","DE","DE","","0","2",2,"2","2","3","2",NA
"6901","2020-03-24 17:04:03",5337059,41,"2","4","4","2","3","3","4","3","4","5","4","1","3","1","3","3","4","1","3","3","1","4","5","2","7","1","2","1","1","1","1","2","2","3","8","FR","CH","","0","2",2,"1","1","4","2",NA
"6911","2020-03-24 17:10:05",5337662,25,"2","5","1","4","4","4","5","1","4","1","5","2","4","1","2","2","5","1","5","5","2","2","5","2","4","1","1","2","1","1","1","2","1","3","1","US","US","","0","2",2,"4","2","6","3",NA
"694","2020-03-24 17:12:06",5337840,24,"3","3","2","3","3","4","2","4","2","3","4","1","4","2","2","1","4","1","4","5","2","2","5","3","4","2","","","1","1","1","1","1","4","1","US","DE","","0","2",2,"2","3","3","2",NA
"705","2020-03-24 17:23:16",5340311,32,"3","4","2","2","4","2","4","2","4","3","4","2","4","1","1","1","2","2","2","3","2","2","4","2","8","2","","","1","1","1","1","1","1","3","US","US","","0","2",2,"2","2","4","2",NA
